_id,vehicleSclId,vehicleUid,driverFirstName,driverLastName,totalTimeVehicleMovingSec,totalTimeVehicleIdleSec,totalMiles,totalKm,firstTime,lastTime,startLat,startLong,endLat,endLong,fuelEfficiencyKPL,fuelConsumedL,fuelEfficiencyMPG,fuelConsumedGal,totalTimeSegmentSec,idlePercent,runningPercent,nightTimeDrive
101467:0358979100110843:1644301836,07148750-88a5-11ec-9f21-0fb1de4aafea,mbuh1,,,30,8,0.012345151879464111,0.019867596106304293,2022-02-08T06:30:36.000Z,2022-02-08T06:31:14.000Z,-6.282236,106.760986,-6.282084,106.760902,,,,,38,21.05263157894737,78.94736842105263,0
101467:0358979100110843:1644302012,07148750-88a5-11ec-9f21-0fb1de4aafea,mbuh1,,,37,0,0.019148993818362804,0.03081731830761927,2022-02-08T06:33:32.000Z,2022-02-08T06:34:09.000Z,-6.282084,106.760902,-6.281991,106.760772,,,,,37,0,100,0
101467:0358979100110843:1644302095,07148750-88a5-11ec-9f21-0fb1de4aafea,mbuh1,,,22,0,0.01092062157604281,0.01757503680967504,2022-02-08T06:34:55.000Z,2022-02-08T06:35:17.000Z,-6.281991,106.760772,-6.282082,106.760902,,,,,22,0,100,0
101467:0358979100110843:1644302427,07148750-88a5-11ec-9f21-0fb1de4aafea,mbuh1,,,31,60,0.020002549716957797,0.03219098337168773,2022-02-08T06:40:27.000Z,2022-02-08T06:41:58.000Z,-6.282104,106.761001,-6.282132,106.761085,,,,,91,65.93406593406593,34.065934065934066,0
101467:0358979100110843:1644302520,07148750-88a5-11ec-9f21-0fb1de4aafea,mbuh1,,,3,0,0.0010325545113204436,0.0016617354074664882,2022-02-08T06:42:00.000Z,2022-02-08T06:42:03.000Z,-6.282132,106.761085,-6.282131,106.76107,,,,,3,0,100,0
101467:0358979100110843:1644302529,07148750-88a5-11ec-9f21-0fb1de4aafea,mbuh1,,,5,0,0.0017965372122638185,0.002891246383333503,2022-02-08T06:42:09.000Z,2022-02-08T06:42:14.000Z,-6.282129,106.76107,-6.282103,106.76107,,,,,5,0,100,0
101467:0358979100110843:1644302566,07148750-88a5-11ec-9f21-0fb1de4aafea,mbuh1,,,29,0,0.011138454581802609,0.017925605050496538,2022-02-08T06:42:46.000Z,2022-02-08T06:43:15.000Z,-6.282053,106.761016,-6.282205,106.76107,,,,,29,0,100,0
101467:0358979100110843:1644302653,07148750-88a5-11ec-9f21-0fb1de4aafea,mbuh1,,,0,24,0.004960097185853497,0.007982502645470211,2022-02-08T06:44:13.000Z,2022-02-08T06:44:37.000Z,-6.282205,106.76107,-6.282275,106.761054,,,,,24,100,0,0
101467:0358979100110843:1644302679,07148750-88a5-11ec-9f21-0fb1de4aafea,mbuh1,,,23,0,0.007964252427387297,0.012817221858501184,2022-02-08T06:44:39.000Z,2022-02-08T06:45:02.000Z,-6.282278,106.76107,-6.282176,106.761016,,,,,23,0,100,0
101467:0358979100110843:1644303909,07148750-88a5-11ec-9f21-0fb1de4aafea,mbuh1,,,6,0,0.01792431398553928,0.028846387166743728,2022-02-08T07:05:09.000Z,2022-02-08T07:05:15.000Z,-6.281957,106.760917,-6.282211,106.76097,,,,,6,0,100,0
101467:0358979100110843:1644304565,07148750-88a5-11ec-9f21-0fb1de4aafea,mbuh1,,,5,23,0.01662895875766865,0.026761715002901497,2022-02-08T07:16:05.000Z,2022-02-08T07:16:33.000Z,-6.282173,106.761016,-6.282296,106.761131,,,,,28,82.14285714285714,17.857142857142858,0
101467:0358979100110843:1644354290,07148750-88a5-11ec-9f21-0fb1de4aafea,mbuh1,,,27,111,0.03980596964674471,0.06406149841517073,2022-02-08T21:04:50.000Z,2022-02-08T21:07:08.000Z,-6.282212,106.761115,-6.281879,106.760871,,,,,138,80.43478260869566,19.565217391304348,138
101467:0358979100110843:1644357285,07148750-88a5-11ec-9f21-0fb1de4aafea,mbuh1,,,22,198,0.04404792061438875,0.07088825675324285,2022-02-08T21:54:45.000Z,2022-02-08T21:58:25.000Z,-6.281495,106.760841,-6.282081,106.760986,,,,,220,90,10,220
